name,recclass,mass (g),year,reclat,reclong
Hammadah al Hamra 048,H4/5,1002,01/01/1994 12:00:00 AM,28.490330,13.305500
Hammadah al Hamra 049,H4,395,01/01/1994 12:00:00 AM,28.533000,13.145170
Hammadah al Hamra 050,L5-6,177,01/01/1994 12:00:00 AM,28.798830,12.959330
Hammadah al Hamra 051,H6,12000,01/01/1994 12:00:00 AM,28.843500,12.996830
Hammadah al Hamra 052,LL5-6,2765,01/01/1994 12:00:00 AM,28.913670,13.086500
Hammadah al Hamra 053,L5-6,680,01/01/1994 12:00:00 AM,28.868500,13.303000
Hammadah al Hamra 054,H6,590,01/01/1994 12:00:00 AM,28.988000,13.061330
Hammadah al Hamra 055,H6,511,01/01/1994 12:00:00 AM,28.989830,13.059830
Hammadah al Hamra 056,LL6,1080,01/01/1994 12:00:00 AM,28.673000,13.164670
Hammadah al Hamra 057,LL6,505,01/01/1994 12:00:00 AM,28.940000,13.066500
Hammadah al Hamra 058,L4-5,706,01/01/1994 12:00:00 AM,28.940830,13.066500
Hammadah al Hamra 059,Eucrite-mmict,143,01/01/1994 12:00:00 AM,28.945500,13.069500
Hammadah al Hamra 060,LL6,648,01/01/1994 12:00:00 AM,28.951330,13.075000
Hammadah al Hamra 061,H5,550,01/01/1994 12:00:00 AM,28.973000,13.100670
Hammadah al Hamra 062,LL4-5,163,01/01/1994 12:00:00 AM,28.764670,12.343670
Hammadah al Hamra 063,H6,476,01/01/1994 12:00:00 AM,28.775830,12.336830
Hammadah al Hamra 064,Ureilite,136,01/01/1994 12:00:00 AM,28.777670,12.335500
Hammadah al Hamra 065,L6,93,01/01/1994 12:00:00 AM,28.634170,12.725670
Hammadah al Hamra 066,L6,112,01/01/1994 12:00:00 AM,28.633670,12.724000
Hammadah al Hamra 067,L6,292,01/01/1994 12:00:00 AM,28.639670,12.714330
Hammadah al Hamra 068,H5/6,120,01/01/1994 12:00:00 AM,28.754670,12.586830
Hammadah al Hamra 069,L6,612,01/01/1994 12:00:00 AM,29.031830,12.381000
Hammadah al Hamra 070,H6,628,01/01/1994 12:00:00 AM,29.161330,12.450000
Hammadah al Hamra 071,L6,1828,01/01/1994 12:00:00 AM,29.212500,12.521830
Hammadah al Hamra 072,H5,250,01/01/1994 12:00:00 AM,28.767170,12.898830
Hammadah al Hamra 073,C4-ung,569,01/01/1994 12:00:00 AM,28.787670,12.870170
Hammadah al Hamra 074,L/LL6,70,01/01/1994 12:00:00 AM,28.856170,12.598670
Hammadah al Hamra 075,H5,879,01/01/1994 12:00:00 AM,28.904670,12.555670
Hammadah al Hamra 076,H5,424,01/01/1994 12:00:00 AM,28.969000,12.357000
Hammadah al Hamra 077,H5,920,01/01/1994 12:00:00 AM,28.975500,12.339670
Hammadah al Hamra 078,H5,1167,01/01/1994 12:00:00 AM,29.189000,12.265830
Hammadah al Hamra 079,H5,383,01/01/1994 12:00:00 AM,29.187830,12.254830
Hammadah al Hamra 080,H6,1200,01/01/1995 12:00:00 AM,28.649500,13.021330
Hammadah al Hamra 081,H6,250,01/01/1995 12:00:00 AM,28.653000,13.221830
Hammadah al Hamra 082,H5/6,487,01/01/1995 12:00:00 AM,28.607830,13.170000
Hammadah al Hamra 083,H5,396,01/01/1995 12:00:00 AM,28.666670,12.933330
Hammadah al Hamra 084,L6,540,01/01/1995 12:00:00 AM,28.816500,12.606830
Hammadah al Hamra 085,LL6,594,01/01/1995 12:00:00 AM,28.784830,12.910170
Hammadah al Hamra 086,H4,515,01/01/1995 12:00:00 AM,28.620000,13.361830
Hammadah al Hamra 087,L6,22114,01/01/1995 12:00:00 AM,28.595830,13.269000
Hammadah al Hamra 088,H6,210,01/01/1995 12:00:00 AM,28.584830,13.387330
Hammadah al Hamra 089,H5,1379,01/01/1995 12:00:00 AM,28.467170,13.317000
Hammadah al Hamra 090,L6,1914,01/01/1995 12:00:00 AM,28.487500,13.224170
Hammadah al Hamra 091,L6,803,01/01/1995 12:00:00 AM,28.500830,13.105330
Hammadah al Hamra 092,L5,140,01/01/1995 12:00:00 AM,28.660170,12.866330
Hammadah al Hamra 093,LL3.9,197,01/01/1995 12:00:00 AM,28.664670,13.381170
Hammadah al Hamra 094,L5,165,01/01/1995 12:00:00 AM,28.600830,13.457830
Hammadah al Hamra 095,L6,339,01/01/1995 12:00:00 AM,28.606830,13.168000
Hammadah al Hamra 096,L/LL3,548,01/01/1995 12:00:00 AM,28.603330,13.436670
Hammadah al Hamra 097,L6,5580,01/01/1995 12:00:00 AM,28.621670,13.450330
Hammadah al Hamra 098,L6,170,01/01/1995 12:00:00 AM,28.626170,13.400670
Hammadah al Hamra 099,H6,1720,01/01/1995 12:00:00 AM,28.636000,13.379170
Hammadah al Hamra 100,H4,175,01/01/1995 12:00:00 AM,28.657170,13.327170
Hammadah al Hamra 101,L6,1455,01/01/1995 12:00:00 AM,28.662000,13.297330
Hammadah al Hamra 102,LL6,184,01/01/1995 12:00:00 AM,28.614670,13.160000
Hammadah al Hamra 103,L6,4760,01/01/1995 12:00:00 AM,28.618170,13.171500
Hammadah al Hamra 104,L6,205,01/01/1995 12:00:00 AM,28.676830,13.422170
Hammadah al Hamra 105,H5,747,01/01/1995 12:00:00 AM,28.676500,13.427670
Hammadah al Hamra 106,H5,1750,01/01/1995 12:00:00 AM,28.579000,13.330330
Hammadah al Hamra 107,L6,288,01/01/1995 12:00:00 AM,28.575670,13.311830
Hammadah al Hamra 108,H5,2990,01/01/1995 12:00:00 AM,28.575670,13.295000
Hammadah al Hamra 109,H5,4777,01/01/1995 12:00:00 AM,28.588500,12.952830
Hammadah al Hamra 110,L6,262,01/01/1995 12:00:00 AM,28.600170,12.917830
Hammadah al Hamra 111,H5,1304,01/01/1995 12:00:00 AM,28.623170,13.131670
Hammadah al Hamra 112,H5,523,01/01/1995 12:00:00 AM,28.642670,13.268000
Hammadah al Hamra 113,L6,239,01/01/1995 12:00:00 AM,28.688830,13.418500
Hammadah al Hamra 114,H6,150,01/01/1995 12:00:00 AM,28.593670,13.464500
Hammadah al Hamra 115,H5,2249,01/01/1995 12:00:00 AM,28.559170,13.009000
Hammadah al Hamra 116,H5,6250,01/01/1995 12:00:00 AM,28.916170,13.048500
Hammadah al Hamra 117,L5,572,01/01/1995 12:00:00 AM,28.832830,13.138500
Hammadah al Hamra 118,H4,4382,01/01/1995 12:00:00 AM,28.668330,13.344670
Hammadah al Hamra 119,R4,352,01/01/1995 12:00:00 AM,28.514500,12.896830
Hammadah al Hamra 120,H5,83,01/01/1995 12:00:00 AM,28.495330,13.372500
Hammadah al Hamra 121,L6,606,01/01/1995 12:00:00 AM,28.494500,13.339670
Hammadah al Hamra 122,L6,502,01/01/1995 12:00:00 AM,28.481500,13.319000
Hammadah al Hamra 123,LL4,1010,01/01/1995 12:00:00 AM,28.475170,13.196330
Hammadah al Hamra 124,H5,5130,01/01/1995 12:00:00 AM,28.472330,13.181830
Hammadah al Hamra 125,H5,6400,01/01/1995 12:00:00 AM,28.466000,13.124170
Hammadah al Hamra 126,Ureilite,1998,01/01/1995 12:00:00 AM,28.475000,12.946500
Hammadah al Hamra 127,LL6,186,01/01/1995 12:00:00 AM,28.484330,12.857500
Hammadah al Hamra 128,L4/5,968,01/01/1995 12:00:00 AM,28.501500,13.032330
Hammadah al Hamra 129,H5/6,590,01/01/1995 12:00:00 AM,28.461830,13.198500
Hammadah al Hamra 130,H4/5,196,01/01/1995 12:00:00 AM,28.462330,13.194500
Hammadah al Hamra 131,L6,3295,01/01/1995 12:00:00 AM,28.466830,12.894670
Hammadah al Hamra 132,L5,518,01/01/1995 12:00:00 AM,28.471500,13.018670
Hammadah al Hamra 133,L6,177,01/01/1995 12:00:00 AM,28.488330,13.095000
Hammadah al Hamra 134,L6,218,01/01/1995 12:00:00 AM,28.526500,13.302330
Hammadah al Hamra 135,H6,539,01/01/1995 12:00:00 AM,28.527170,13.305500
Hammadah al Hamra 136,L6,4093,01/01/1995 12:00:00 AM,28.530500,13.389170
Hammadah al Hamra 137,H5,168,01/01/1995 12:00:00 AM,29.009330,12.663670
Hammadah al Hamra 138,H5,808,01/01/1995 12:00:00 AM,29.036000,12.632830
Hammadah al Hamra 139,H5,1632,01/01/1995 12:00:00 AM,28.509670,12.966330
Hammadah al Hamra 140,L5,358,01/01/1995 12:00:00 AM,28.519670,13.371000
Hammadah al Hamra 141,L5,78,01/01/1995 12:00:00 AM,28.517000,13.059330
Hammadah al Hamra 142,H5/6,3600,01/01/1995 12:00:00 AM,28.478170,13.019830
Hammadah al Hamra 143,H5,137,01/01/1995 12:00:00 AM,28.410670,13.253330
Hammadah al Hamra 144,L5,1940,01/01/1995 12:00:00 AM,28.513830,13.007170
Hammadah al Hamra 145,L6,133,01/01/1995 12:00:00 AM,28.563670,12.904670
Hammadah al Hamra 146,H5,2650,01/01/1995 12:00:00 AM,28.625330,12.874500
Hammadah al Hamra 147,H4,6600,01/01/1995 12:00:00 AM,28.660170,12.750000
Hammadah al Hamra 148,L5,15770,01/01/1995 12:00:00 AM,28.719670,12.864330
Hammadah al Hamra 149,L4,633,01/01/1995 12:00:00 AM,28.691670,13.219670
Hammadah al Hamra 150,LL5-6,932,01/01/1995 12:00:00 AM,28.663000,13.469830
Hammadah al Hamra 151,L5,1332,01/01/1995 12:00:00 AM,28.651000,13.468330
Hammadah al Hamra 152,L6,398,01/01/1995 12:00:00 AM,28.812670,13.422670
Hammadah al Hamra 153,H3.8-4,50000,01/01/1995 12:00:00 AM,28.600330,13.577500
Hammadah al Hamra 154,H6,197,01/01/1995 12:00:00 AM,28.617000,13.400330
Hammadah al Hamra 155,H4/5,4055,01/01/1995 12:00:00 AM,28.588170,13.450830
Hammadah al Hamra 156,L5-6,485,01/01/1995 12:00:00 AM,28.540330,13.219670
Hammadah al Hamra 157,L5,251,01/01/1995 12:00:00 AM,28.515670,12.857170
Hammadah al Hamra 158,H5,650,01/01/1995 12:00:00 AM,28.553330,13.029000
Hammadah al Hamra 159,H5,818,01/01/1995 12:00:00 AM,28.555000,13.032670
Hammadah al Hamra 160,H3-5,434,01/01/1995 12:00:00 AM,28.611500,13.558330
Hammadah al Hamra 161,H6,406,01/01/1995 12:00:00 AM,28.630330,13.333500
Hammadah al Hamra 162,L4/5,575,01/01/1995 12:00:00 AM,28.500830,13.029000
Hammadah al Hamra 163,L3.8,648,01/01/1995 12:00:00 AM,28.544830,13.352170
Hammadah al Hamra 164,L6,771,01/01/1995 12:00:00 AM,28.705500,13.316670
Hammadah al Hamra 165,L5,79,01/01/1995 12:00:00 AM,28.580000,13.457000
Hammadah al Hamra 166,L6,52,01/01/1995 12:00:00 AM,28.667670,13.503500
Hammadah al Hamra 167,LL4-5,1055,01/01/1996 12:00:00 AM,28.876830,12.420170
Hammadah al Hamra 168,L6,76,01/01/1996 12:00:00 AM,28.870500,12.408830
Hammadah al Hamra 169,H5,623,01/01/1996 12:00:00 AM,28.589000,13.098500
Hammadah al Hamra 170,H6,96,01/01/1996 12:00:00 AM,28.602170,13.431000
LaPaz Icefield 031119,L5,5.5,01/01/2003 12:00:00 AM,,
Hammadah al Hamra 171,H5,1195,01/01/1996 12:00:00 AM,28.618830,13.362670
Hammadah al Hamra 172,L5,843,01/01/1996 12:00:00 AM,28.622170,13.320500
Hammadah al Hamra 173,L6,45000,01/01/1996 12:00:00 AM,28.636670,13.196500
Hammadah al Hamra 174,L6,113,01/01/1996 12:00:00 AM,28.646500,13.143000
Hammadah al Hamra 175,L5,1582,01/01/1996 12:00:00 AM,28.631830,13.086000
Hammadah al Hamra 176,L6,1147,01/01/1996 12:00:00 AM,28.659500,13.305670
Hammadah al Hamra 177,L6,265,01/01/1996 12:00:00 AM,28.587670,13.254170
Hammadah al Hamra 178,H5,378,01/01/1996 12:00:00 AM,28.617830,13.146830
Hammadah al Hamra 179,L6,367,01/01/1996 12:00:00 AM,28.599830,13.308830
Hammadah al Hamra 180,Chondrite-ung,936,01/01/1996 12:00:00 AM,28.603500,13.300670
Hammadah al Hamra 181,LL4-6,1133,01/01/1996 12:00:00 AM,28.584500,12.904500
Hammadah al Hamra 182,L6,106,01/01/1996 12:00:00 AM,28.758170,12.607330
Hammadah al Hamra 183,LL6,5000,01/01/1996 12:00:00 AM,28.610670,13.334170
Hammadah al Hamra 184,H4,2010,01/01/1996 12:00:00 AM,28.480670,13.031330
Hammadah al Hamra 185,H5,1645,01/01/1996 12:00:00 AM,28.698000,13.319330
Hammadah al Hamra 186,LL6,1280,01/01/1996 12:00:00 AM,28.712170,13.273670
Hammadah al Hamra 187,H6,188,01/01/1996 12:00:00 AM,28.738830,13.236330
Hammadah al Hamra 188,H6,493,01/01/1996 12:00:00 AM,28.732500,13.102500
Hammadah al Hamra 189,L5,57,01/01/1996 12:00:00 AM,28.533170,12.981500
Hammadah al Hamra 190,H6,387,01/01/1996 12:00:00 AM,28.647000,13.388170
Hammadah al Hamra 191,LL6,95,01/01/1996 12:00:00 AM,28.643500,13.406670
Hammadah al Hamra 192,H5-6,43,01/01/1996 12:00:00 AM,28.645330,13.433170
Hammadah al Hamra 193,Winonaite,259,01/01/1996 12:00:00 AM,28.654670,13.458670
Hammadah al Hamra 194,L4,1255,01/01/1996 12:00:00 AM,28.655170,13.470170
Hammadah al Hamra 195,L4,85,01/01/1996 12:00:00 AM,28.843830,12.536500
Hammadah al Hamra 196,LL4-6,147,01/01/1996 12:00:00 AM,28.911000,12.554830
Hammadah al Hamra 197,H5,93,01/01/1996 12:00:00 AM,29.122830,12.358830
Hammadah al Hamra 198,L6,190,01/01/1997 12:00:00 AM,28.550000,13.350170
Hammadah al Hamra 199,L5,140,01/01/1997 12:00:00 AM,28.572000,13.152500
Hammadah al Hamra 200,H5-6,280,01/01/1997 12:00:00 AM,28.588830,13.106500
Hammadah al Hamra 201,H6,127,01/01/1997 12:00:00 AM,28.621330,13.258830
Hammadah al Hamra 202,LL6,386,01/01/1997 12:00:00 AM,28.633000,13.223670
Hammadah al Hamra 203,L6,740,01/01/1997 12:00:00 AM,28.441170,12.979500
Hammadah al Hamra 204,L6,184,01/01/1997 12:00:00 AM,28.525000,13.198330
Hammadah al Hamra 205,H5,1880,01/01/1997 12:00:00 AM,28.565170,13.276330
Hammadah al Hamra 206,L6,1100,01/01/1997 12:00:00 AM,28.588830,13.334000
Hammadah al Hamra 207,L6,333,01/01/1997 12:00:00 AM,28.592170,13.340330
Hammadah al Hamra 208,L6,188,01/01/1997 12:00:00 AM,28.608670,13.439500
Hammadah al Hamra 209,L6,440,01/01/1997 12:00:00 AM,28.652170,13.141170
Hammadah al Hamra 210,H4,403,01/01/1997 12:00:00 AM,28.564000,13.278670
Hammadah al Hamra 211,H5,63,01/01/1997 12:00:00 AM,28.478170,13.256500
Hammadah al Hamra 212,L5,565,01/01/1997 12:00:00 AM,28.482170,13.239170
Hammadah al Hamra 213,L3-6,1209,01/01/1997 12:00:00 AM,28.482000,13.318670
Hammadah al Hamra 214,H6,1637,01/01/1997 12:00:00 AM,28.502670,13.231330
LaPaz Icefield 031120,L5,6.2,01/01/2003 12:00:00 AM,,
Hammadah al Hamra 215,L5,88,01/01/1997 12:00:00 AM,28.513330,13.005000
Hammadah al Hamra 216,H5,333,01/01/1997 12:00:00 AM,30.208170,12.937330
Hammadah al Hamra 217,H4-5,1267,01/01/1997 12:00:00 AM,28.548000,13.028500
Hammadah al Hamra 218,LL4-6,2540,01/01/1997 12:00:00 AM,28.644830,13.323000
Hammadah al Hamra 219,L4,609,01/01/1997 12:00:00 AM,28.600170,13.423500
Hammadah al Hamra 220,H4,4153,01/01/1997 12:00:00 AM,28.932000,12.625330
Hammadah al Hamra 221,H4-5,1227,01/01/1997 12:00:00 AM,29.220830,11.540670
Hammadah al Hamra 222,L6,3393,01/01/1997 12:00:00 AM,29.187000,11.601670
Hammadah al Hamra 223,L6,2833,01/01/1997 12:00:00 AM,29.186330,11.605670
Hammadah al Hamra 224,L6,820,01/01/1997 12:00:00 AM,29.318670,12.010170
Hammadah al Hamra 225,H4-5,2469,01/01/1997 12:00:00 AM,28.959330,12.334000
Hammadah al Hamra 226,H6,476,01/01/1997 12:00:00 AM,28.659500,12.413170
Hammadah al Hamra 227,H4-5,1920,01/01/1997 12:00:00 AM,28.660000,12.648330
Hammadah al Hamra 228,H5,404,01/01/1997 12:00:00 AM,28.511330,13.204170
Hammadah al Hamra 229,L6,666,01/01/1997 12:00:00 AM,29.176170,11.633830
Hammadah al Hamra 230,H5,809,01/01/1997 12:00:00 AM,29.142330,11.883170
Hammadah al Hamra 231,L5,209,01/01/1997 12:00:00 AM,29.136170,11.925670
Hammadah al Hamra 232,L6,572,01/01/1997 12:00:00 AM,29.108830,12.012000
Hammadah al Hamra 233,H5,123,01/01/1997 12:00:00 AM,29.087000,12.077830
Hammadah al Hamra 234,L6,133,01/01/1997 12:00:00 AM,29.076000,11.975330
Hammadah al Hamra 235,H5,537,01/01/1997 12:00:00 AM,29.017170,12.086670
Hammadah al Hamra 236,L4,8261,01/01/1997 12:00:00 AM,28.526330,13.065170
Hammadah al Hamra 237,CBb,3173,01/01/1997 12:00:00 AM,28.609330,13.049170
Hammadah al Hamra 238,L6,266,01/01/1997 12:00:00 AM,28.930830,13.126000
Hammadah al Hamra 239,H5,393,01/01/1997 12:00:00 AM,28.478170,13.144170
Hammadah al Hamra 240,L4,1624,01/01/1997 12:00:00 AM,29.449830,11.361170
Hammadah al Hamra 241,L6,1579,01/01/1997 12:00:00 AM,29.443670,11.353830
Hammadah al Hamra 242,L5,1440,01/01/1997 12:00:00 AM,29.041170,12.885670
Hammadah al Hamra 243,L6,268.08,01/01/1997 12:00:00 AM,28.437500,12.975170
Hammadah al Hamra 244,L5-6,636.69000000000005,01/01/1997 12:00:00 AM,28.851500,13.403670
Hammadah al Hamra 245,L5-6,435.8,01/01/1997 12:00:00 AM,28.854500,12.204170
Hammadah al Hamra 246,LL6,796.69,01/01/1997 12:00:00 AM,28.421000,12.886830
Hammadah al Hamra 247,LL6,288.45999999999998,01/01/1997 12:00:00 AM,28.852500,13.483500
Hammadah al Hamra 248,H3.9,2345,01/01/1997 12:00:00 AM,28.643000,12.775330
Hammadah al Hamra 249,H5,218.43,01/01/1997 12:00:00 AM,28.808670,12.900170
Hammadah al Hamra 250,H5,2650,01/01/1997 12:00:00 AM,28.828670,12.928330
Hammadah al Hamra 251,L5,870,01/01/1997 12:00:00 AM,28.959670,12.871170
Hammadah al Hamra 252,L5-6,195.56,01/01/1997 12:00:00 AM,29.015170,12.667830
Hammadah al Hamra 253,L6,66.599999999999994,01/01/1997 12:00:00 AM,29.145170,12.042500
Hammadah al Hamra 254,L5-6,649.6,01/01/1997 12:00:00 AM,29.102500,11.954330
Hammadah al Hamra 255,L6,194.5,01/01/1998 12:00:00 AM,28.949670,13.080670
Hammadah al Hamra 256,LL6,264.8,01/01/1998 12:00:00 AM,28.949670,13.083170
Hammadah al Hamra 257,L6,45.8,01/01/1998 12:00:00 AM,28.804500,12.818330
Hammadah al Hamra 258,L5/6,1210,01/01/1998 12:00:00 AM,28.858500,11.432170
Hammadah al Hamra 259,H5,5055,01/01/1998 12:00:00 AM,28.750000,11.566670
Hammadah al Hamra 260,L6,530,,28.613000,12.947170
Hammadah al Hamra 261,Eucrite,1078,01/01/2000 12:00:00 AM,28.455000,12.850830
Hammadah al Hamra 262,Eucrite,377,01/01/2000 12:00:00 AM,28.455170,12.868170
Hammadah al Hamra 263,LL6,233,01/01/2000 12:00:00 AM,28.451830,12.873500
Hammadah al Hamra 264,LL6,182,01/01/2000 12:00:00 AM,28.582000,12.885170
Hammadah al Hamra 265,LL6,203,01/01/2000 12:00:00 AM,28.439170,12.885330
Hammadah al Hamra 266,L5,3263,01/01/2000 12:00:00 AM,28.478830,12.863670
Hammadah al Hamra 267,L6,983,01/01/2000 12:00:00 AM,28.438000,12.829330
Hammadah al Hamra 268,LL6,174,01/01/2000 12:00:00 AM,28.457170,12.870500
Hammadah al Hamra 269,LL6,162,01/01/2000 12:00:00 AM,28.453830,12.867670
Hammadah al Hamra 270,L3-5,100,01/01/2000 12:00:00 AM,28.686000,12.902670
Hammadah al Hamra 271,LL6,277,01/01/2000 12:00:00 AM,28.437830,12.886670
Hammadah al Hamra 272,LL6,268,01/01/2000 12:00:00 AM,28.454500,12.867000
Hammadah al Hamra 273,LL6,133,01/01/2000 12:00:00 AM,28.459170,12.869330
Hammadah al Hamra 274,LL6,69.8,01/01/2000 12:00:00 AM,28.459500,12.870670
Hammadah al Hamra 275,LL6,342,01/01/2000 12:00:00 AM,28.463000,12.856830
Hammadah al Hamra 276,LL6,246,01/01/2000 12:00:00 AM,28.441500,12.884670
Hammadah al Hamra 277,LL6,436,01/01/2000 12:00:00 AM,28.457830,12.864330
Hammadah al Hamra 278,LL6,191,01/01/2000 12:00:00 AM,28.456670,12.868330
Hammadah al Hamra 279,LL6,129,01/01/2000 12:00:00 AM,28.469670,12.859830
Hammadah al Hamra 280,CK4,26500,01/01/2000 12:00:00 AM,28.470170,12.972000
Hammadah al Hamra 281,CK4,3598,01/01/2000 12:00:00 AM,28.492500,13.213000
Hammadah al Hamra 282,LL6,424,01/01/2000 12:00:00 AM,28.439170,12.886170
Hammadah al Hamra 283,LL6,121,01/01/2000 12:00:00 AM,28.455000,12.869670
Hammadah al Hamra 284,LL6,140,01/01/2000 12:00:00 AM,28.440670,12.881670
Hammadah al Hamra 285,Howardite,1236,01/01/2000 12:00:00 AM,29.038570,13.207120
Hammadah al Hamra 286,Eucrite,612,01/01/2000 12:00:00 AM,29.055680,13.119370
Hammadah al Hamra 287,LL6,620,01/01/2000 12:00:00 AM,28.990250,12.938580
Hammadah al Hamra 288,H6,2625,01/01/1999 12:00:00 AM,29.075500,12.577830
Hammadah al Hamra 289,L5,3030,01/01/1999 12:00:00 AM,29.095170,12.565500
Hammadah al Hamra 290,H6,5205,01/01/1999 12:00:00 AM,29.014830,12.627500
Hammadah al Hamra 291,L5,130,01/01/2000 12:00:00 AM,29.078500,13.131170
Hammadah al Hamra 292,H4,3570,01/01/2000 12:00:00 AM,29.021000,10.537830
Hammadah al Hamra 293,L6,382,01/01/2000 12:00:00 AM,28.783330,12.533330
Hammadah al Hamra 294,L6,3710,01/01/2000 12:00:00 AM,29.100000,12.316670
Hammadah al Hamra 295,H5,466,01/01/2000 12:00:00 AM,29.016670,12.366670
Hammadah al Hamra 296,H5/6,27064,01/01/2000 12:00:00 AM,29.100000,12.316670
Hammadah al Hamra 297,H4,786,01/01/2000 12:00:00 AM,29.166670,12.316670
Hammadah al Hamra 298,L6,100,01/01/2000 12:00:00 AM,29.083330,12.466670
Hammadah al Hamra 299,H6,656,01/01/2000 12:00:00 AM,29.891500,12.186170
Hammadah al Hamra 300,L6,893,01/01/2000 12:00:00 AM,30.119830,12.113500
Hammadah al Hamra 301,H5,972,01/01/2000 12:00:00 AM,28.388000,13.208170
Hammadah al Hamra 302,L6,1514,01/01/2000 12:00:00 AM,28.536830,13.312000
Hammadah al Hamra 303,H5,1016,01/01/2000 12:00:00 AM,28.540830,13.399170
Hammadah al Hamra 304,H5,615,01/01/2000 12:00:00 AM,28.682670,13.102170
Hammadah al Hamra 305,H4/5,45,01/01/2000 12:00:00 AM,28.645170,13.102170
Hammadah al Hamra 306,H4/5,378,01/01/2000 12:00:00 AM,28.698500,13.041170
Hammadah al Hamra 307,H5,533,01/01/2000 12:00:00 AM,28.995330,12.983170
Hammadah al Hamra 308,L6,73,01/01/2000 12:00:00 AM,29.043830,13.029500
Hammadah al Hamra 309,H6,716,01/01/2000 12:00:00 AM,29.144000,13.086500
Hammadah al Hamra 310,H6,1265,01/01/2000 12:00:00 AM,29.446330,13.204000
Hammadah al Hamra 311,H5/6,168,01/01/2000 12:00:00 AM,29.235500,13.445170
Hammadah al Hamra 312,L6,882,01/01/2000 12:00:00 AM,29.288670,13.498500
Hammadah al Hamra 313,L6,64,01/01/2000 12:00:00 AM,29.324000,13.565330
Hammadah al Hamra 314,LL6,1470,01/01/2001 12:00:00 AM,28.654670,13.458830
Hammadah al Hamra 315,L6,609,01/01/2001 12:00:00 AM,29.270500,11.540000
Hammadah al Hamra 316,L6,176,01/01/2001 12:00:00 AM,29.339670,11.624330
Hammadah al Hamra 317,EL4,105,01/01/2001 12:00:00 AM,29.351000,11.593000
Hammadah al Hamra 318,L5,14,01/01/2001 12:00:00 AM,29.378500,11.546330
Hammadah al Hamra 319,H5,303,01/01/2001 12:00:00 AM,29.140500,11.896170
Hammadah al Hamra 320,H6,7823,01/01/2001 12:00:00 AM,28.970670,12.206000
Hammadah al Hamra 321,H5,100,01/01/2001 12:00:00 AM,29.036170,11.506500
Hammadah al Hamra 322,H6,152,01/01/2001 12:00:00 AM,29.089330,12.427000
Hammadah al Hamra 323,H4,358,01/01/2001 12:00:00 AM,29.182500,12.261830
Hammadah al Hamra 324,L4,307,01/01/1999 12:00:00 AM,28.854000,12.522330
Hammadah al Hamra 325,H5,129,01/01/1999 12:00:00 AM,28.767830,12.726500
Hammadah al Hamra 326,L4,97,01/01/1999 12:00:00 AM,28.652330,12.385500
Hammadah al Hamra 327,H5,29,01/01/1999 12:00:00 AM,,
Hammadah al Hamra 328,H5,30440,01/01/1999 12:00:00 AM,28.958330,10.591670
Hammadah al Hamra 329,L5,121,01/01/1999 12:00:00 AM,29.211330,11.898670
Hammadah al Hamra 330,L6,209,01/01/2003 12:00:00 AM,28.468470,12.897320
Hammadah al Hamra 331,L5/6,2197,01/01/2003 12:00:00 AM,29.818580,12.946470
Hammadah al Hamra 332,L6,710,01/01/2003 12:00:00 AM,29.818580,12.946470
Hammadah al Hamra 333,H5/6,631,01/01/2003 12:00:00 AM,29.914030,13.040470
Hammadah al Hamra 334,H5,662,01/01/2003 12:00:00 AM,30.034550,13.130170
Hammadah al Hamra 335,H3,111,01/01/2004 12:00:00 AM,28.831600,12.632170
Hammadah al Hamra 336,H4/5,880,01/01/2004 12:00:00 AM,28.650680,12.691250
Hammadah al Hamra 337,CK4,198,01/01/2001 12:00:00 AM,29.483330,12.123330
Hammadah al Hamra 338,H5,752.5,01/01/2003 12:00:00 AM,30.545000,13.581940
Hammadah al Hamra 339,L6,262.89999999999998,01/01/2003 12:00:00 AM,29.419720,13.255000
Hammadah al Hamra 341,LL5,1530,01/01/2001 12:00:00 AM,29.310830,11.602500
Hammadah al Hamra 342,L5,482,01/01/2001 12:00:00 AM,29.142000,11.895830
Hammadah al Hamra 343,H4,342,01/01/2001 12:00:00 AM,29.101170,12.033330
Hammadah al Hamra 344,H~6,2318.4,01/01/2000 12:00:00 AM,28.990650,12.979850
Hammond,"Iron, ungrouped",24000,01/01/1884 12:00:00 AM,44.916670,-92.433330
Hammond Downs,H4,27000,01/01/1950 12:00:00 AM,-25.466670,142.800000
Hangman Crossing,H4,1300,01/01/1976 12:00:00 AM,38.919720,-85.947220
LaPaz Icefield 031052,LL5,16.600000000000001,01/01/2003 12:00:00 AM,,
Haniet-el-Beguel,"Iron, IAB complex",2000,01/01/1888 12:00:00 AM,32.483330,4.400000
Happy (a),H3,2860,01/01/1971 12:00:00 AM,35.680000,-101.993330
Happy (b),OC,2505,01/01/1972 12:00:00 AM,34.593330,-101.993330
Happy (c),OC,884.3,01/01/1971 12:00:00 AM,34.583330,-102.050000
Happy Canyon,EL6/7,16300,01/01/1971 12:00:00 AM,34.801670,-101.566670
Happy Draw (a),L4,224.2,01/01/1981 12:00:00 AM,,
Happy Draw (b),H4/5,120,01/01/1981 12:00:00 AM,,
Hardesty,"Iron, IIIAB",8580,01/01/1986 12:00:00 AM,36.570000,-101.190000
Harding County,L4,3075,01/01/1941 12:00:00 AM,45.500000,-103.500000
Hardtner,L6,13000,01/01/1972 12:00:00 AM,37.066670,-98.661670
